"","ID","Warehouse_block","Mode_of_Shipment","Customer_care_calls","Customer_rating","Cost_of_the_Product","Prior_purchases","Product_importance","Gender","Discount_offered","Weight_in_gms","Reached.on.Time_Y.N"
"3295",3295,"4","3",4,1,155,3,"1","2",5,4283,1
"3296",3296,"5","3",3,5,125,2,"1","1",5,4933,1
"3297",3297,"1","3",5,4,233,2,"1","2",7,4597,1
"3298",3298,"2","3",3,3,205,2,"2","1",6,4989,1
"3299",3299,"3","3",5,4,243,3,"2","1",4,4420,1
"3300",3300,"5","3",4,4,208,3,"1","2",10,4919,0
"3301",3301,"4","3",3,1,230,3,"2","2",6,4392,0
"3302",3302,"5","3",4,5,205,3,"2","1",5,4949,1
"3303",3303,"1","3",3,4,170,2,"1","2",2,5664,0
"3304",3304,"2","3",4,2,222,2,"2","1",5,4268,0
"3305",3305,"3","3",5,4,186,2,"1","1",3,4213,0
"3306",3306,"5","2",5,1,208,2,"1","2",8,5218,0
"3307",3307,"4","2",4,3,223,3,"2","2",9,5897,0
"3308",3308,"5","2",5,3,154,2,"2","1",8,4006,0
"3309",3309,"1","2",5,3,235,4,"2","2",10,4011,0
"3310",3310,"2","2",4,3,271,3,"2","1",1,4137,0
"3311",3311,"3","2",4,5,250,3,"1","2",2,5206,0
"3312",3312,"5","2",4,2,206,2,"2","1",4,5159,0
"3313",3313,"4","2",3,1,153,3,"1","1",10,5121,1
"3314",3314,"5","2",4,4,212,2,"2","2",6,4117,1
"3315",3315,"1","2",6,4,168,2,"3","1",6,5686,0
"3316",3316,"2","2",3,1,171,2,"1","1",10,5379,1
"3317",3317,"3","2",3,5,132,2,"1","1",10,4462,1
"3318",3318,"5","2",5,3,141,3,"1","1",9,4857,0
"3319",3319,"4","2",3,2,254,2,"1","1",1,4334,0
"3320",3320,"5","2",4,4,159,2,"2","2",6,5221,0
"3321",3321,"1","2",2,4,194,2,"1","2",4,4803,1
"3322",3322,"2","2",4,3,178,6,"1","1",6,4203,0
"3323",3323,"3","2",3,4,151,3,"1","1",2,5712,1
"3324",3324,"5","2",5,1,244,2,"1","2",5,4125,1
"3325",3325,"4","2",3,2,237,3,"1","1",8,5287,1
"3326",3326,"5","2",3,1,241,3,"2","1",9,5184,0
"3327",3327,"1","2",4,2,156,3,"1","1",3,5923,0
"3328",3328,"2","2",4,3,243,3,"2","1",1,5021,0
"3329",3329,"3","2",5,5,219,2,"2","1",4,4289,0
"3330",3330,"5","2",4,5,168,2,"3","1",2,5776,0
"3331",3331,"4","2",6,3,224,6,"3","1",8,5661,0
"3332",3332,"5","2",4,4,216,2,"2","1",2,5840,1
"3333",3333,"1","2",3,1,187,5,"1","2",6,4698,0
"3334",3334,"2","2",5,3,204,3,"3","2",1,4037,1
"3335",3335,"3","2",6,5,266,5,"1","1",10,4140,0
"3336",3336,"5","2",3,4,179,2,"1","2",2,4931,1
"3337",3337,"4","2",3,4,184,3,"1","1",10,4776,0
"3338",3338,"5","2",6,2,204,4,"2","2",2,4431,0
"3339",3339,"1","2",3,4,255,2,"2","2",7,4332,1
"3340",3340,"2","2",4,1,272,2,"2","2",5,5252,0
"3341",3341,"3","2",4,3,186,2,"1","1",7,4947,1
"3342",3342,"5","2",5,4,147,4,"2","1",6,4369,0
"3343",3343,"4","2",3,4,145,3,"2","1",4,5361,1
"3344",3344,"5","2",5,1,255,3,"2","2",6,5715,0
"3345",3345,"1","2",3,4,133,2,"1","2",7,4663,0
"3346",3346,"2","2",4,1,155,4,"1","2",1,4985,0
"3347",3347,"3","2",4,5,151,4,"2","1",10,4796,0
"3348",3348,"5","2",4,2,270,2,"3","2",3,4914,1
"3349",3349,"4","2",3,1,234,4,"3","1",6,4942,0
"3350",3350,"5","2",3,5,186,2,"2","1",4,4352,0
"3351",3351,"1","2",4,5,157,2,"2","1",6,5937,0
"3352",3352,"2","2",4,4,268,3,"1","1",7,5947,0
"3353",3353,"3","2",4,3,244,2,"1","1",10,4486,1
"3354",3354,"5","2",4,5,190,3,"1","1",2,4554,0
"3355",3355,"4","2",4,4,161,4,"1","1",5,5038,0
"3356",3356,"5","2",2,4,162,3,"3","2",2,5893,1
"3357",3357,"1","2",4,3,163,8,"2","2",6,5739,0
"3358",3358,"2","2",3,3,211,6,"1","1",5,5777,1
"3359",3359,"3","2",3,4,205,8,"2","1",1,4977,1
"3360",3360,"5","2",3,5,150,3,"2","2",4,4442,1
"3361",3361,"4","2",2,5,209,5,"2","2",10,4623,1
"3362",3362,"5","2",5,2,250,3,"2","2",6,5298,0
"3363",3363,"1","2",3,2,206,3,"3","2",1,4431,1
"3364",3364,"2","2",5,2,244,3,"1","1",2,4198,0
"3365",3365,"3","2",2,1,180,3,"1","1",2,4615,1
"3366",3366,"5","2",4,4,256,3,"2","1",1,5784,1
"3367",3367,"4","2",5,4,273,3,"2","2",2,5672,1
"3368",3368,"5","2",4,1,178,8,"2","2",6,4872,0
"3369",3369,"1","2",4,2,296,2,"2","2",2,1233,0
"3370",3370,"2","2",3,3,249,5,"2","2",9,1752,0
"3371",3371,"3","2",4,5,151,4,"2","1",3,5470,0
"3372",3372,"5","2",4,3,270,2,"3","2",5,5346,0
"3373",3373,"4","2",3,2,234,4,"3","2",7,4568,1
"3374",3374,"5","2",3,4,186,2,"2","2",9,5841,0
"3375",3375,"1","2",4,1,157,2,"2","1",3,5801,0
"3376",3376,"2","2",4,2,268,3,"1","2",3,5488,1
"3377",3377,"3","2",4,1,244,2,"1","2",3,4644,1
"3378",3378,"5","2",4,4,190,3,"1","1",2,4800,0
"3379",3379,"4","2",4,2,161,4,"1","2",10,5322,0
"3380",3380,"5","2",2,2,162,3,"3","1",10,4489,1
"3381",3381,"1","2",4,1,163,8,"2","2",9,5489,1
"3382",3382,"2","2",3,2,211,6,"1","2",2,4417,0
"3383",3383,"3","2",3,4,205,8,"2","2",5,4869,1
"3384",3384,"5","2",3,3,150,3,"2","1",4,5536,0
"3385",3385,"4","2",2,5,209,5,"2","2",9,5565,0
"3386",3386,"5","2",5,3,250,3,"2","1",4,4343,0
"3387",3387,"1","2",3,1,206,3,"3","2",8,4763,1
"3388",3388,"2","2",5,5,244,3,"1","1",9,5695,0
"3389",3389,"3","2",2,2,180,3,"1","1",2,5033,1
"3390",3390,"5","2",4,5,256,3,"2","1",10,4504,1
"3391",3391,"4","2",5,4,273,3,"2","1",6,4044,1
"3392",3392,"5","2",4,2,178,8,"2","1",5,4120,1
"3393",3393,"1","2",4,3,296,2,"2","2",9,1523,1
"3394",3394,"2","2",4,2,275,6,"2","1",2,1712,1
"3395",3395,"3","2",5,5,270,3,"1","1",2,4351,1
"3396",3396,"5","2",6,5,224,4,"2","1",6,4616,0
"3397",3397,"4","2",2,4,172,5,"1","1",4,4668,0
"3398",3398,"5","2",4,4,176,3,"1","2",1,4774,0
"3399",3399,"1","1",6,2,240,4,"1","1",9,4099,0
"3400",3400,"2","1",3,4,213,3,"1","2",5,4535,1
"3401",3401,"3","1",4,2,197,3,"1","2",2,5707,0
"3402",3402,"5","1",4,5,167,2,"1","2",7,4289,1
"3403",3403,"4","1",5,1,180,3,"1","2",2,5013,1
"3404",3404,"5","1",3,1,119,2,"1","2",10,4146,1
"3405",3405,"1","1",5,5,232,4,"1","1",3,5447,0
"3406",3406,"2","1",3,5,139,2,"2","1",7,5536,0
"3407",3407,"3","1",3,2,272,3,"1","1",2,4459,1
"3408",3408,"5","1",3,2,253,3,"1","2",7,4915,0
"3409",3409,"4","1",3,2,188,3,"1","1",4,5376,0
"3410",3410,"5","1",3,4,202,3,"2","1",5,5169,0
"3411",3411,"1","1",3,1,134,3,"1","2",7,5802,1
"3412",3412,"2","1",3,5,110,3,"2","1",3,4252,1
"3413",3413,"3","1",3,2,172,2,"1","2",9,4532,1
"3414",3414,"5","1",3,1,188,3,"1","1",3,4222,0
"3415",3415,"4","1",3,1,258,4,"2","2",6,5365,1
"3416",3416,"5","1",5,3,234,3,"1","1",10,5673,0
"3417",3417,"1","1",3,4,148,4,"2","2",9,5301,0
"3418",3418,"2","1",5,3,194,4,"1","2",2,5396,0
"3419",3419,"3","1",4,4,266,3,"2","2",2,5413,1
"3420",3420,"5","1",5,5,158,3,"2","1",7,5559,1
"3421",3421,"4","3",5,1,228,2,"3","1",6,4984,1
"3422",3422,"5","3",4,5,159,2,"1","1",1,5671,0
"3423",3423,"1","3",3,4,255,4,"1","1",10,4107,0
"3424",3424,"2","3",3,4,213,3,"1","2",4,5481,1
"3425",3425,"3","3",3,4,148,2,"1","2",5,4693,1
"3426",3426,"5","3",4,5,219,3,"2","1",6,5957,1
"3427",3427,"4","3",3,5,168,5,"2","1",9,5731,1
"3428",3428,"5","3",4,3,148,5,"2","2",6,4802,0
"3429",3429,"1","3",3,4,149,3,"1","2",5,5467,0
"3430",3430,"2","3",3,5,245,6,"3","1",9,4793,0
"3431",3431,"3","3",3,1,200,2,"2","1",10,5178,1
"3432",3432,"5","3",3,1,228,3,"2","1",9,5530,0
"3433",3433,"4","3",4,1,175,4,"1","1",2,4053,0
"3434",3434,"5","3",3,3,201,3,"1","1",9,5895,1
"3435",3435,"1","3",4,3,267,4,"1","1",7,5140,0
"3436",3436,"2","3",3,4,217,2,"2","2",9,5450,0
"3437",3437,"3","3",2,3,160,2,"3","1",3,4409,0
"3438",3438,"5","3",4,4,264,3,"1","2",2,4279,1
"3439",3439,"4","3",3,1,179,3,"3","1",5,5898,1
"3440",3440,"5","3",4,5,259,3,"2","1",10,4921,1
"3441",3441,"1","3",4,5,178,2,"3","1",5,5403,0
"3442",3442,"2","3",3,2,242,5,"2","1",6,4694,0
"3443",3443,"3","2",4,4,235,2,"1","1",4,5671,0
"3444",3444,"5","2",4,1,247,2,"2","2",7,5098,0
"3445",3445,"4","2",2,2,240,5,"1","1",7,4138,1
"3446",3446,"5","2",3,1,252,2,"1","1",4,5559,0
"3447",3447,"1","2",5,4,237,2,"1","1",8,5600,1
"3448",3448,"2","2",4,2,161,3,"1","2",4,5947,0
"3449",3449,"3","2",2,3,144,4,"1","2",10,4075,0
"3450",3450,"5","2",4,1,163,4,"2","1",2,5432,1
"3451",3451,"4","2",4,3,246,3,"1","2",5,5118,0
"3452",3452,"5","2",3,2,213,3,"2","1",10,5993,1
"3453",3453,"1","2",5,1,123,2,"1","2",9,5497,0
"3454",3454,"2","2",4,3,192,3,"1","1",1,4045,1
"3455",3455,"3","2",4,4,149,3,"1","2",8,5658,1
"3456",3456,"5","2",5,3,206,4,"3","2",1,4583,0
"3457",3457,"4","2",6,4,243,6,"1","1",8,5218,0
"3458",3458,"5","2",4,5,136,3,"1","2",1,4585,1
"3459",3459,"1","2",4,1,170,2,"2","2",5,5182,0
"3460",3460,"2","2",2,4,180,2,"1","2",8,4321,1
"3461",3461,"3","2",3,5,220,2,"1","2",1,5663,0
"3462",3462,"5","2",3,3,144,2,"1","1",6,5994,1
"3463",3463,"4","2",3,4,271,2,"2","1",6,4218,0
"3464",3464,"5","2",4,4,186,2,"2","2",9,4887,1
"3465",3465,"1","2",2,5,247,4,"2","1",4,5255,1
"3466",3466,"2","2",4,4,202,3,"2","1",2,4299,1
"3467",3467,"3","2",4,3,143,3,"2","2",3,5062,1
"3468",3468,"5","2",3,1,180,3,"1","2",10,5633,0
"3469",3469,"4","2",4,5,221,3,"2","2",3,4430,1
"3470",3470,"5","2",4,3,173,3,"1","2",7,4810,1
"3471",3471,"1","2",2,5,107,3,"2","1",2,4853,0
"3472",3472,"2","2",3,4,259,2,"2","2",3,4154,1
"3473",3473,"3","2",5,4,134,3,"2","1",4,4908,0
"3474",3474,"5","2",3,2,204,4,"1","1",4,4745,0
"3475",3475,"4","2",2,2,161,5,"2","1",3,4138,0
"3476",3476,"5","2",6,4,100,5,"1","2",7,5668,1
"3477",3477,"1","2",5,2,260,4,"2","2",3,5890,0
"3478",3478,"2","2",5,2,196,3,"1","2",4,4271,0
"3479",3479,"3","2",5,2,260,3,"1","1",1,4799,1
"3480",3480,"5","2",3,1,193,4,"1","1",5,4700,0
"3481",3481,"4","2",4,1,258,3,"2","1",7,4159,0
"3482",3482,"5","2",4,3,254,4,"1","1",9,4492,0
"3483",3483,"1","2",3,5,216,4,"1","2",3,4934,0
"3484",3484,"2","2",4,1,273,3,"1","2",5,5323,0
"3485",3485,"3","2",4,4,223,4,"1","1",1,4219,0
"3486",3486,"5","2",4,1,182,2,"2","2",10,5638,0
"3487",3487,"4","2",3,4,201,3,"1","2",6,5722,1
"3488",3488,"5","2",4,3,249,3,"2","2",6,5657,1
"3489",3489,"1","2",5,4,152,3,"1","1",1,5314,1
"3490",3490,"2","2",3,1,244,4,"2","1",6,4734,1
"3491",3491,"3","2",3,1,256,4,"2","2",3,4398,1
"3492",3492,"5","2",4,2,223,3,"2","1",3,5121,0
"3493",3493,"4","2",3,2,185,2,"3","2",3,4816,1
"3494",3494,"5","2",3,1,166,3,"2","1",9,4410,0
"3495",3495,"1","2",3,4,113,3,"2","1",1,5765,1
"3496",3496,"2","2",4,1,134,2,"2","2",7,5967,0
"3497",3497,"3","2",4,3,228,2,"3","2",4,4719,1
"3498",3498,"5","2",3,4,204,2,"1","2",10,5844,1
"3499",3499,"4","2",3,1,152,2,"2","2",2,4136,0
"3500",3500,"5","2",3,2,195,2,"2","1",9,5779,1
"3501",3501,"1","2",4,2,192,6,"3","2",3,5173,0
"3502",3502,"2","2",4,2,247,3,"2","1",8,4977,0
"3503",3503,"3","2",3,1,135,2,"2","1",2,4163,0
"3504",3504,"5","2",4,2,209,2,"2","2",1,5337,0
"3505",3505,"4","2",2,4,173,2,"1","1",1,4721,0
"3506",3506,"5","2",4,4,222,2,"1","1",5,5660,0
"3507",3507,"1","2",4,3,192,3,"2","2",10,4086,1
"3508",3508,"2","2",3,5,206,3,"2","2",6,5618,0
"3509",3509,"3","2",3,3,275,4,"2","1",6,4687,1
"3510",3510,"5","2",2,3,192,3,"2","2",8,5787,1
"3511",3511,"4","2",6,3,121,3,"2","2",10,5208,0
"3512",3512,"5","2",4,2,177,3,"1","1",8,4904,0
"3513",3513,"1","2",3,1,243,3,"1","2",2,4989,0
"3514",3514,"2","2",3,2,262,4,"1","1",1,4745,1
"3515",3515,"3","2",2,4,189,3,"1","1",3,5897,1
"3516",3516,"5","2",5,4,178,2,"1","2",4,5307,0
"3517",3517,"4","2",3,4,232,3,"2","2",1,4228,1
"3518",3518,"5","2",4,5,254,3,"1","1",1,4377,1
"3519",3519,"1","2",3,1,148,2,"2","1",5,4082,1
"3520",3520,"2","2",4,3,253,4,"3","1",4,4868,1
"3521",3521,"3","2",4,5,223,3,"2","2",9,5279,1
"3522",3522,"5","2",2,2,190,2,"2","1",7,4075,0
"3523",3523,"4","2",5,3,181,4,"1","2",2,5332,0
"3524",3524,"5","2",2,3,226,3,"1","1",8,5119,0
"3525",3525,"1","2",3,4,182,2,"2","1",8,4883,0
"3526",3526,"2","2",2,4,191,3,"2","2",6,4119,0
"3527",3527,"3","2",3,1,223,4,"1","1",1,4195,0
"3528",3528,"5","2",4,5,274,3,"2","1",4,4521,0
"3529",3529,"4","2",4,4,218,2,"1","1",9,5637,0
"3530",3530,"5","2",3,5,197,3,"1","1",3,5658,0
"3531",3531,"1","2",4,2,137,3,"1","2",6,5271,0
"3532",3532,"2","2",2,1,163,3,"1","2",3,5873,1
"3533",3533,"3","2",4,4,218,4,"1","1",6,4377,1
"3534",3534,"5","2",5,1,245,3,"1","1",6,4343,1
"3535",3535,"4","2",3,5,181,2,"2","1",2,4089,0
"3536",3536,"5","1",6,3,222,5,"3","2",2,4612,0
"3537",3537,"1","1",4,5,259,2,"1","1",7,4390,1
"3538",3538,"2","1",3,4,157,3,"2","2",6,5398,1
"3539",3539,"3","1",4,3,137,3,"2","2",10,4820,1
"3540",3540,"5","1",3,3,242,3,"1","2",8,4199,0
"3541",3541,"4","1",4,5,154,4,"2","1",7,4938,0
"3542",3542,"5","1",3,2,150,2,"1","2",3,4174,0
"3543",3543,"1","1",5,3,174,3,"2","2",7,5510,1
"3544",3544,"2","1",5,5,265,3,"3","2",3,5837,1
"3545",3545,"3","1",3,4,248,4,"2","1",8,4540,0
"3546",3546,"5","1",4,3,186,3,"1","1",7,5156,1
"3547",3547,"4","1",4,2,152,3,"2","1",6,5764,1
"3548",3548,"5","1",3,3,163,3,"2","1",2,5791,1
"3549",3549,"1","1",4,5,168,4,"2","1",5,5735,1
"3550",3550,"2","1",4,3,102,3,"2","2",3,4845,1
"3551",3551,"3","1",3,1,169,2,"2","2",1,4783,1
"3552",3552,"5","1",6,1,163,4,"3","1",3,4031,1
"3553",3553,"4","1",2,1,154,3,"2","2",4,5100,0
"3554",3554,"5","1",3,5,271,2,"1","2",3,4878,0
"3555",3555,"1","1",3,4,182,3,"2","2",7,5409,1
"3556",3556,"2","1",4,1,173,3,"1","2",5,5232,0
"3557",3557,"3","1",5,2,244,2,"1","1",10,5696,0
"3558",3558,"5","3",4,5,214,2,"1","1",8,4512,0
"3559",3559,"4","3",4,4,210,2,"3","1",6,4076,0
"3560",3560,"5","3",5,3,194,7,"2","2",10,5700,0
"3561",3561,"1","3",4,3,185,10,"3","2",7,4818,1
"3562",3562,"2","3",3,3,121,2,"1","1",10,5130,1
"3563",3563,"3","3",3,1,203,3,"2","2",3,4137,0
"3564",3564,"5","3",2,5,134,10,"3","1",8,5472,0
"3565",3565,"4","3",3,3,263,3,"2","2",9,5665,1
"3566",3566,"5","3",5,1,279,8,"1","2",6,5888,1
"3567",3567,"1","3",4,5,222,3,"1","2",5,5584,0
"3568",3568,"2","3",4,1,233,2,"1","1",9,4799,1
"3569",3569,"3","3",4,4,271,3,"1","1",3,4152,0
"3570",3570,"5","3",3,4,118,4,"1","1",6,5964,0
"3571",3571,"4","3",3,4,183,2,"1","1",5,4261,1
"3572",3572,"5","3",3,4,217,3,"1","2",5,4077,0
"3573",3573,"1","3",3,5,245,10,"2","1",8,4909,1
"3574",3574,"2","3",3,4,143,4,"2","1",5,5545,1
"3575",3575,"3","3",3,3,149,3,"2","2",3,4189,0
"3576",3576,"5","3",4,5,275,6,"2","1",10,1400,1
"3577",3577,"4","3",4,5,168,4,"2","2",4,4776,1
"3578",3578,"5","3",4,1,102,3,"2","1",3,4179,0
"3579",3579,"1","3",3,2,169,2,"2","2",10,4038,1
"3580",3580,"2","2",6,5,163,4,"3","1",3,5118,1
"3581",3581,"3","2",2,3,154,3,"2","1",3,4478,0
"3582",3582,"5","2",3,3,271,2,"1","2",8,4444,1
"3583",3583,"4","2",3,4,182,3,"2","2",2,5281,1
"3584",3584,"5","2",4,5,173,3,"1","2",7,4410,0
"3585",3585,"1","2",5,5,244,2,"1","1",10,5794,0
"3586",3586,"2","2",4,5,214,2,"1","1",3,5546,0
"3587",3587,"3","2",4,2,210,2,"3","2",3,5876,1
"3588",3588,"5","2",5,1,194,7,"2","1",8,4770,0
"3589",3589,"4","2",4,3,185,10,"3","1",1,4973,0
"3590",3590,"5","2",3,1,121,2,"1","1",2,5210,1
"3591",3591,"1","2",3,4,203,3,"2","1",1,5543,0
"3592",3592,"2","2",2,3,134,10,"3","2",1,5632,0
"3593",3593,"3","2",3,2,263,3,"2","1",8,5447,1
"3594",3594,"5","2",5,2,279,8,"1","1",5,4785,0
"3595",3595,"4","2",4,2,222,3,"1","2",3,5130,0
"3596",3596,"5","2",4,2,233,2,"1","2",5,4668,0
"3597",3597,"1","2",4,2,271,3,"1","1",9,4085,0
"3598",3598,"2","2",3,5,118,4,"1","2",10,5699,1
"3599",3599,"3","2",3,4,183,2,"1","1",3,4179,1
"3600",3600,"5","2",3,4,217,3,"1","2",5,4883,1
"3601",3601,"4","2",3,4,245,10,"2","1",1,5363,0
"3602",3602,"5","2",3,2,143,4,"2","2",7,4486,0
"3603",3603,"1","2",3,2,149,3,"2","2",7,4049,1
"3604",3604,"2","2",4,2,275,6,"2","1",9,1890,0
"3605",3605,"3","2",7,4,282,5,"1","1",5,1149,0
"3606",3606,"5","2",4,1,276,2,"2","1",3,1966,0
"3607",3607,"4","2",4,5,244,3,"1","1",6,1360,1
"3608",3608,"5","2",5,5,258,4,"2","1",7,5478,0
"3609",3609,"1","2",3,5,257,3,"1","1",5,5657,0
"3610",3610,"2","2",4,2,195,5,"2","1",9,5178,1
"3611",3611,"3","2",2,2,152,4,"1","1",6,4606,1
"3612",3612,"5","2",2,1,100,3,"1","1",1,5776,1
"3613",3613,"4","2",4,1,248,2,"2","1",4,5783,0
"3614",3614,"5","2",4,5,274,2,"1","2",2,4492,1
"3615",3615,"1","2",3,3,203,2,"1","1",1,5244,0
"3616",3616,"2","2",6,5,194,5,"1","2",8,4777,0
"3617",3617,"3","2",3,3,142,3,"1","2",7,4439,0
"3618",3618,"5","2",4,5,208,5,"1","2",7,5833,0
"3619",3619,"4","2",4,5,237,2,"2","2",6,5954,0
"3620",3620,"5","2",3,1,210,2,"1","1",9,4580,0
"3621",3621,"1","2",3,3,158,2,"1","1",10,4061,1
"3622",3622,"2","2",3,3,148,3,"1","1",1,5700,0
"3623",3623,"3","2",3,2,146,3,"3","2",4,5846,1
"3624",3624,"5","2",3,3,155,3,"1","2",3,5768,0
"3625",3625,"4","2",2,5,233,3,"2","1",10,5211,1
"3626",3626,"5","2",3,4,165,2,"2","2",8,4280,1
"3627",3627,"1","2",4,3,227,3,"2","2",10,5491,1
"3628",3628,"2","2",5,3,197,4,"1","2",6,4184,0
"3629",3629,"3","2",4,1,134,3,"2","1",2,4983,0
"3630",3630,"5","2",5,2,134,2,"1","1",9,5045,0
"3631",3631,"4","2",4,5,194,2,"1","1",3,4724,1
"3632",3632,"5","2",3,4,172,3,"1","2",4,4337,0
"3633",3633,"1","2",3,1,205,2,"2","2",2,5322,0
"3634",3634,"2","2",3,1,191,5,"1","2",9,5196,1
"3635",3635,"3","2",3,3,225,4,"1","1",10,5690,0
"3636",3636,"5","2",5,5,152,6,"2","1",2,4915,1
"3637",3637,"4","2",5,3,249,3,"2","1",10,5001,1
"3638",3638,"5","2",5,5,136,3,"1","1",4,4218,1
"3639",3639,"1","2",3,5,146,5,"3","2",7,4538,0
"3640",3640,"2","2",5,2,259,2,"2","1",1,4607,0
"3641",3641,"3","2",3,2,159,3,"2","1",4,5577,1
"3642",3642,"5","2",5,1,162,3,"2","1",5,4064,1
"3643",3643,"4","2",4,4,205,4,"1","2",6,5064,0
"3644",3644,"5","2",5,5,155,3,"2","2",6,4109,1
"3645",3645,"1","2",4,5,171,4,"2","2",4,4151,0
"3646",3646,"2","2",3,1,244,3,"2","2",1,5695,1
"3647",3647,"3","2",5,5,135,3,"2","1",2,5849,1
"3648",3648,"5","2",4,2,147,3,"1","2",5,5174,0
"3649",3649,"4","2",3,2,245,2,"1","2",4,4514,1
"3650",3650,"5","2",5,4,266,6,"1","2",5,5481,0
"3651",3651,"1","2",3,5,165,3,"1","1",3,5409,0
"3652",3652,"2","2",4,3,226,3,"2","1",1,5433,1
"3653",3653,"3","2",5,4,185,3,"2","2",1,4925,0
"3654",3654,"5","2",5,3,267,3,"1","1",9,5258,1
"3655",3655,"4","2",5,3,169,3,"1","2",9,4289,1
"3656",3656,"5","2",4,1,191,3,"3","2",6,5335,1
"3657",3657,"1","2",3,1,187,3,"2","1",2,5154,1
"3658",3658,"2","2",3,2,265,6,"1","1",9,5936,0
"3659",3659,"3","2",3,2,243,3,"2","2",8,4093,0
"3660",3660,"5","2",6,3,166,3,"1","2",2,5559,0
"3661",3661,"4","2",5,3,249,2,"2","1",3,4440,0
"3662",3662,"5","2",4,1,271,2,"1","2",1,4866,0
"3663",3663,"1","2",4,3,272,2,"2","2",5,4681,1
"3664",3664,"2","2",4,3,226,2,"1","2",8,4526,0
"3665",3665,"3","2",3,3,250,5,"2","1",8,5762,1
"3666",3666,"5","2",2,5,135,6,"2","2",9,5777,1
"3667",3667,"4","2",4,4,274,3,"3","2",3,4202,1
"3668",3668,"5","2",4,4,184,3,"2","2",2,4124,1
"3669",3669,"1","2",2,1,139,2,"2","2",2,4520,1
"3670",3670,"2","2",3,3,198,2,"1","1",8,4620,1
"3671",3671,"3","2",4,2,168,2,"2","1",1,5154,0
"3672",3672,"5","2",4,4,245,4,"2","1",4,5203,1
"3673",3673,"4","1",4,1,251,3,"1","2",4,4374,1
"3674",3674,"5","1",4,1,153,2,"2","1",9,4359,0
"3675",3675,"1","1",5,1,142,4,"2","2",2,4735,1
"3676",3676,"2","1",4,5,148,3,"1","1",5,4913,0
"3677",3677,"3","1",4,2,273,5,"1","2",1,5012,0
"3678",3678,"5","1",3,1,180,6,"1","1",5,4802,1
"3679",3679,"4","1",3,3,158,3,"1","2",2,5205,1
"3680",3680,"5","1",4,3,240,2,"2","2",2,5588,0
"3681",3681,"1","1",4,1,174,3,"1","1",7,4813,1
"3682",3682,"2","1",4,2,186,3,"1","1",6,4524,0
"3683",3683,"3","1",5,5,174,3,"3","2",9,5969,1
"3684",3684,"5","1",4,1,260,4,"1","1",10,4072,1
"3685",3685,"4","1",4,3,258,2,"1","2",2,4308,0
"3686",3686,"5","1",4,2,262,2,"2","1",3,4090,1
"3687",3687,"1","1",4,2,197,3,"1","1",4,5800,0
"3688",3688,"2","1",4,1,238,3,"1","1",4,5449,1
"3689",3689,"3","1",3,3,168,2,"1","2",9,4608,0
"3690",3690,"5","1",4,3,266,3,"1","1",9,5621,1
"3691",3691,"4","1",4,4,251,3,"3","2",5,5460,0
"3692",3692,"5","1",3,5,272,2,"1","1",3,5638,1
"3693",3693,"1","1",5,3,203,2,"2","1",4,4311,1
"3694",3694,"2","1",5,5,168,3,"1","1",6,4096,0
"3695",3695,"3","3",3,1,138,3,"2","2",7,5534,0
"3696",3696,"5","3",3,1,129,3,"2","1",9,5296,1
"3697",3697,"4","3",4,4,178,6,"1","2",9,5279,1
"3698",3698,"5","3",5,1,211,2,"2","1",1,5913,1
"3699",3699,"1","3",3,5,169,3,"3","2",5,5750,0
"3700",3700,"2","3",3,2,267,3,"1","1",8,5922,0
"3701",3701,"3","3",3,4,183,3,"1","2",1,5959,1
"3702",3702,"5","3",3,1,194,2,"1","1",8,4335,1
"3703",3703,"4","3",5,3,151,2,"1","1",8,4749,0
"3704",3704,"5","3",6,3,225,4,"1","1",5,4184,1
"3705",3705,"1","3",5,2,184,4,"1","1",6,4155,1
"3706",3706,"2","3",3,2,269,2,"2","2",1,4978,0
"3707",3707,"3","3",3,2,274,2,"2","1",5,5161,0
"3708",3708,"5","3",5,4,142,2,"3","1",7,5341,0
"3709",3709,"4","3",4,1,140,4,"1","1",6,5067,0
"3710",3710,"5","3",4,1,219,5,"2","1",5,5253,0
"3711",3711,"1","3",2,3,237,3,"2","1",2,5331,0
"3712",3712,"2","3",3,5,140,5,"1","1",7,4370,1
"3713",3713,"3","3",5,5,105,5,"1","2",10,5418,1
"3714",3714,"5","3",3,1,192,2,"1","1",6,4056,0
"3715",3715,"4","3",3,4,154,3,"1","2",2,4990,1
"3716",3716,"5","3",5,5,165,2,"1","1",3,4005,1
"3717",3717,"1","2",5,1,197,4,"1","2",2,5594,1
"3718",3718,"2","2",3,5,274,3,"1","2",3,5156,0
"3719",3719,"3","2",3,5,193,3,"3","2",10,5991,1
"3720",3720,"5","2",3,1,252,4,"3","1",4,4303,0
"3721",3721,"4","2",4,5,224,2,"1","1",6,4994,0
"3722",3722,"5","2",5,2,230,4,"1","2",4,4782,1
"3723",3723,"1","2",4,2,174,3,"2","2",10,4318,0
"3724",3724,"2","2",3,2,226,3,"2","1",3,4940,1
"3725",3725,"3","2",5,1,245,3,"2","1",9,5690,0
"3726",3726,"5","2",5,1,206,5,"2","1",2,5766,0
"3727",3727,"4","2",3,5,241,3,"1","1",2,4976,1
"3728",3728,"5","2",3,4,148,4,"3","2",1,4249,0
